"","trial","binnumb","binstart","binend","in_testing","trialstart","offertime","offer_type","completiontime","nosepokestart","nosepokeend","CA1.1","CA1.2","CA1.3","CA1.4","CA1.5","CA1.6","CA1.7","CA1.8","CA1.9","CA1.10","CA1.11","CA1.12","CA1.13","CA1.14","CA1.15","CA3.1","CA3.2","CA3.3","CA3.4","CA3.5","CA3.6","CA3.7","CA3.8","CA3.9","CA3.10","CA3.11","CA3.12","CA3.13","CA3.14","CA3.15","CA3.16","CA3.17","CA3.18","CA3.19","CA3.20","CA3.21"
"807",31,24,1331.4898,1331.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,3,0,0,0,0,0,0,3,0,0,0,0,1,6,3,4,11,14,1,4,14,1,0,11,11,10,1,3,0,1,0,0,0,1,4,11
"808",31,25,1331.9898,1332.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,3,0,0,0,1,2,0,4,0,0,0,0,1,5,2,5,12,13,2,13,16,6,0,9,17,11,2,9,0,1,0,0,0,0,4,8
"809",31,26,1332.4898,1332.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,4,0,1,0,0,2,2,2,0,0,0,0,0,1,3,3,7,5,1,13,13,0,0,11,6,6,2,8,1,0,0,0,0,2,8,5
"810",31,27,1332.9898,1333.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,3,0,0,0,0,1,0,2,0,1,0,0,1,5,5,3,6,14,2,6,7,8,0,8,4,5,7,12,0,0,0,0,0,0,5,6
"811",31,28,1333.4898,1333.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,3,0,0,0,0,2,4,2,0,0,1,0,0,1,4,1,1,13,2,5,6,2,0,13,8,3,6,12,1,1,0,0,0,1,6,10
"812",31,29,1333.9898,1334.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,3,1,0,0,0,2,0,4,0,0,0,0,2,4,5,2,13,6,3,3,10,4,0,12,22,13,7,3,0,0,0,0,0,0,3,9
"813",31,30,1334.4898,1334.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,1,0,0,0,0,2,2,2,0,0,0,0,0,3,2,4,9,20,0,5,16,12,0,11,7,3,1,9,0,2,0,0,0,2,3,9
"814",31,31,1334.9898,1335.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,3,0,0,0,0,0,0,9,0,0,0,0,1,3,6,4,5,11,1,5,13,6,0,14,8,3,2,6,1,0,0,0,0,0,6,14
"815",31,32,1335.4898,1335.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,2,0,0,0,0,0,0,2,1,3,0,0,1,5,2,11,2,7,0,3,7,6,0,7,11,6,3,11,3,1,0,0,0,1,4,9
"816",31,33,1335.9898,1336.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,1,0,1,0,0,3,2,4,0,0,0,0,0,7,10,82,0,6,0,6,31,8,0,11,7,9,7,7,0,1,0,0,0,0,12,10
"817",31,34,1336.4898,1336.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,3,0,0,0,0,3,3,1,0,1,0,1,5,10,3,25,8,9,0,11,12,8,0,19,4,8,1,9,0,0,0,1,0,0,5,11
"818",31,35,1336.9898,1337.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,2,0,0,0,1,1,0,2,0,1,0,0,2,12,1,2,5,11,2,1,4,4,0,6,21,6,3,5,1,0,0,0,0,0,4,5
"819",31,36,1337.4898,1337.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,2,0,1,0,1,4,0,4,0,0,0,1,1,5,5,4,11,9,1,3,7,7,0,17,8,7,3,7,1,0,0,0,0,0,4,14
"820",31,37,1337.9898,1338.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,1,0,0,0,0,4,0,0,0,2,0,0,0,1,5,2,0,2,0,2,12,6,0,8,5,9,4,9,2,0,0,0,0,0,11,8
"821",31,38,1338.4898,1338.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,1,0,0,0,0,3,1,0,0,3,0,0,0,11,1,3,0,9,2,1,12,7,0,9,8,6,0,10,0,0,0,0,0,1,4,10
"822",31,39,1338.9898,1339.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,3,0,0,0,0,0,2,1,0,2,0,0,1,2,1,4,3,7,2,5,21,6,0,15,6,5,6,7,0,0,0,0,0,0,1,7
"823",31,40,1339.4898,1339.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,4,0,0,0,0,1,1,3,0,5,0,0,2,4,1,4,6,11,2,13,16,7,0,11,10,7,4,12,0,1,0,0,0,3,4,8
"824",31,41,1339.9898,1340.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,3,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,3,6,0,10,12,2,0,16,15,8,2,6,1,0,0,0,0,0,9,13
"825",31,42,1340.4898,1340.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,1,0,0,1,1,1,0,5,1,0,0,1,3,3,7,2,11,8,0,5,11,8,0,12,5,3,6,4,0,0,0,0,0,0,5,13
"826",31,43,1340.9898,1341.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,1,0,0,0,0,1,2,2,0,1,0,0,1,3,6,5,3,8,1,6,8,6,0,11,6,4,3,4,1,0,0,0,1,0,4,8
"827",31,44,1341.4898,1341.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,2,0,1,0,1,3,0,1,0,3,0,0,3,6,8,4,6,12,0,5,10,4,0,17,4,6,4,4,1,1,0,0,1,2,6,9
"828",31,45,1341.9898,1342.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,2,0,1,0,1,2,1,5,0,2,0,0,1,3,5,0,0,8,2,1,11,6,0,9,1,11,5,11,1,0,0,1,0,2,11,9
"829",31,46,1342.4898,1342.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,2,0,0,0,0,1,2,4,0,0,0,1,0,3,9,21,1,7,2,17,15,12,0,9,12,3,2,7,3,2,0,0,0,1,5,10
"830",31,47,1342.9898,1343.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,0,0,0,0,1,1,3,4,0,0,0,1,3,9,4,52,1,9,1,13,20,5,0,12,11,9,3,11,1,0,0,2,0,3,7,13
"831",31,48,1343.4898,1343.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,2,0,1,0,0,2,5,1,0,0,0,0,0,5,3,5,5,9,1,7,9,7,0,9,3,3,3,3,1,0,0,0,0,0,6,7
"832",31,49,1343.9898,1344.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,0,1,0,0,0,0,0,3,0,4,0,0,1,5,5,23,7,6,0,14,32,6,0,19,23,10,0,11,0,0,0,4,4,2,7,10
"833",31,50,1344.4898,1344.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,0,1,2,0,0,1,1,3,0,3,0,3,5,0,5,5,11,19,4,23,16,7,0,18,15,6,8,9,0,0,0,4,1,7,8,7
"834",31,51,1344.9898,1345.4898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,0,6,1,0,0,2,5,2,0,1,0,3,0,3,1,5,1,10,1,9,10,6,0,16,2,14,4,9,0,4,0,0,0,7,11,5
"835",31,52,1345.4898,1345.9898,TRUE,1319.9898,1325.04695,"B",1345.9072,1325.625075,1343.94445,1,2,0,0,0,2,2,1,0,0,0,0,2,4,3,2,0,8,1,1,4,3,0,10,3,4,6,7,1,0,0,0,1,3,10,5
"836",32,1,1346.122575,1346.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,1,2,0,0,8,0,5,0,2,0,2,4,2,12,4,1,5,6,13,25,1,0,21,6,3,4,5,3,7,0,7,0,2,17,8
"837",32,2,1346.622575,1347.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,2,3,1,0,13,6,2,0,5,0,0,1,7,2,3,3,8,5,9,19,2,0,18,1,2,6,5,3,3,0,0,0,3,6,4
"838",32,3,1347.122575,1347.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,2,0,0,0,2,1,0,0,2,0,0,3,3,5,4,1,12,0,14,15,2,0,17,4,2,4,10,0,2,0,0,0,3,3,7
"839",32,4,1347.622575,1348.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,3,3,0,0,0,0,3,0,0,3,0,0,0,4,2,2,0,4,0,5,14,2,0,12,4,1,5,11,0,3,0,2,0,4,8,10
"840",32,5,1348.122575,1348.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,0,0,0,0,3,0,0,6,0,1,1,3,1,6,3,5,1,2,12,2,0,13,10,4,1,13,1,1,0,0,0,0,4,6
"841",32,6,1348.622575,1349.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,3,4,1,1,0,0,2,1,0,1,0,0,0,0,4,1,3,11,3,3,12,4,0,11,14,3,3,10,0,3,0,0,0,6,3,6
"842",32,7,1349.122575,1349.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,1,1,0,0,0,6,2,0,1,0,2,0,1,5,2,8,3,2,2,15,3,0,7,9,9,6,13,0,2,0,0,0,2,8,4
"843",32,8,1349.622575,1350.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,2,3,0,0,1,3,3,0,2,1,1,2,3,4,2,0,6,4,2,11,2,0,13,13,4,5,15,0,0,0,3,2,5,5,4
"844",32,9,1350.122575,1350.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,4,0,0,0,4,1,0,0,2,0,0,1,3,5,2,0,7,0,11,18,3,0,15,4,6,3,5,1,4,0,0,0,4,7,4
"845",32,10,1350.622575,1351.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,1,0,0,0,0,2,0,0,0,0,0,0,4,3,3,1,7,3,7,8,2,0,16,13,5,3,10,0,1,0,0,0,3,1,1
"846",32,11,1351.122575,1351.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,1,1,0,0,0,2,1,0,0,0,0,1,2,1,0,7,5,2,9,9,4,0,15,9,4,3,11,0,0,0,0,0,3,5,10
"847",32,12,1351.622575,1352.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,0,0,1,0,13,1,0,0,0,0,1,2,1,1,6,4,1,2,5,2,0,18,9,3,6,23,0,0,1,0,0,2,4,5
"848",32,13,1352.122575,1352.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,4,4,1,0,0,1,1,0,3,0,0,0,1,1,1,2,3,1,5,15,4,0,15,11,8,2,4,0,0,0,1,0,3,2,5
"849",32,14,1352.622575,1353.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,2,0,0,0,2,0,0,0,2,1,0,1,1,5,1,1,7,1,2,11,2,0,12,8,3,4,6,0,1,0,0,0,7,1,5
"850",32,15,1353.122575,1353.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,2,3,0,1,2,0,0,1,4,0,2,1,6,5,3,1,2,3,4,19,1,0,9,12,5,1,6,1,1,0,1,0,9,7,11
"851",32,16,1353.622575,1354.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,0,1,2,2,2,0,0,0,2,0,1,1,6,6,2,1,12,2,12,13,13,0,10,7,12,2,7,0,2,0,2,0,7,11,9
"852",32,17,1354.122575,1354.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,0,0,4,1,2,0,0,0,0,0,0,4,3,8,12,10,1,7,10,6,0,8,1,6,1,3,0,0,0,0,0,2,11,10
"853",32,18,1354.622575,1355.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,1,0,3,3,4,2,0,1,0,0,0,5,1,2,23,10,2,10,13,0,11,16,0,5,3,10,2,0,0,0,0,3,8,6
"854",32,19,1355.122575,1355.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,3,0,0,0,0,4,3,2,0,5,0,0,0,6,3,10,18,8,1,5,11,1,0,10,0,5,4,12,2,0,0,0,0,0,7,5
"855",32,20,1355.622575,1356.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,4,0,0,3,4,5,1,0,2,0,0,1,4,5,6,18,8,2,7,19,2,0,17,1,6,4,9,0,2,0,0,0,6,4,8
"856",32,21,1356.122575,1356.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,0,0,0,1,3,4,0,0,2,0,1,0,4,0,5,25,7,4,7,9,2,0,15,2,4,2,4,1,0,0,0,0,2,7,9
"857",32,22,1356.622575,1357.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,3,1,1,0,1,1,4,3,0,1,1,0,0,4,1,2,4,6,0,12,18,6,0,10,3,4,2,5,2,1,0,1,0,7,7,7
"858",32,23,1357.122575,1357.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,1,0,1,0,7,0,0,0,0,1,1,5,3,4,3,3,1,9,8,2,0,9,5,6,9,7,0,0,0,0,0,1,4,3
"859",32,24,1357.622575,1358.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,0,1,0,5,2,0,0,4,0,4,1,3,8,2,0,6,0,11,17,3,0,15,13,8,1,4,1,1,0,5,0,8,15,9
"860",32,25,1358.122575,1358.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,1,0,1,0,2,1,5,1,2,0,0,4,9,14,5,2,8,1,0,17,4,0,11,8,3,1,8,0,1,0,4,0,2,9,10
"861",32,26,1358.622575,1359.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,1,0,0,2,0,2,0,4,0,3,0,1,15,5,1,13,3,12,11,8,0,13,4,5,4,8,0,3,0,6,0,0,8,13
"862",32,27,1359.122575,1359.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,0,1,0,3,6,1,0,0,0,0,2,6,0,7,2,3,10,0,5,11,2,0,15,3,6,6,12,3,2,0,3,0,1,7,8
"863",32,28,1359.622575,1360.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,2,0,0,0,2,2,8,0,0,0,1,2,1,3,5,1,14,4,14,16,14,0,16,20,12,5,11,1,0,0,8,3,1,12,12
"864",32,29,1360.122575,1360.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,0,0,1,1,0,5,0,1,0,0,5,1,4,1,0,12,5,10,23,5,0,11,36,18,4,10,1,0,0,2,0,1,8,20
"865",32,30,1360.622575,1361.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,0,0,0,2,0,9,0,5,0,0,2,2,5,5,1,12,2,1,4,6,0,9,21,13,4,11,0,0,0,0,0,0,12,6
"866",32,31,1361.122575,1361.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,1,0,0,1,1,0,2,0,7,0,1,0,3,2,2,2,11,0,1,5,2,0,8,22,13,2,5,5,0,0,0,0,0,5,10
"867",32,32,1361.622575,1362.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,3,1,0,1,0,0,0,2,0,2,0,1,3,5,1,3,0,8,1,1,6,15,0,10,16,10,4,8,1,0,0,0,0,0,4,7
"868",32,33,1362.122575,1362.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,3,0,0,0,0,4,0,3,0,2,0,1,0,4,3,6,4,9,3,3,10,7,0,11,19,8,4,8,1,0,0,0,0,1,2,8
"869",32,34,1362.622575,1363.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,4,0,1,0,1,0,1,2,0,2,0,0,0,3,2,2,5,10,2,0,4,4,0,12,21,5,2,3,0,0,0,0,0,0,10,14
"870",32,35,1363.122575,1363.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,0,0,0,0,3,0,2,0,0,0,0,0,0,3,4,7,5,1,1,10,4,0,12,9,6,0,4,0,0,0,1,0,0,7,8
"871",32,36,1363.622575,1364.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,5,0,0,0,0,2,2,1,0,0,0,0,1,2,1,7,3,9,2,0,7,8,0,14,17,9,0,5,0,1,0,0,0,0,6,11
"872",32,37,1364.122575,1364.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,1,0,0,2,1,0,0,0,0,0,0,2,1,6,8,11,3,0,1,5,2,0,11,15,6,4,4,0,0,0,0,0,0,2,6
"873",32,38,1364.622575,1365.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,5,1,0,0,0,0,3,2,1,0,0,0,2,6,3,5,14,10,0,7,14,1,0,10,24,7,1,6,0,0,0,0,0,2,6,16
"874",32,39,1365.122575,1365.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,1,1,0,0,1,0,3,0,0,0,0,1,0,4,2,6,11,1,7,13,5,0,10,17,8,0,9,0,0,0,0,0,0,5,7
"875",32,40,1365.622575,1366.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,0,0,0,0,1,0,1,0,0,0,0,2,5,3,4,0,10,3,3,13,3,0,14,14,10,1,14,0,0,0,0,0,1,12,13
"876",32,41,1366.122575,1366.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,0,0,0,2,0,1,0,0,0,0,1,3,3,4,8,10,6,3,12,10,0,10,17,7,3,6,0,0,0,0,0,0,2,7
"877",32,42,1366.622575,1367.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,15,10,0,21,16,7,0,7,17,7,0,3,1,1,0,0,0,2,4,6
"878",32,43,1367.122575,1367.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,0,0,0,1,1,5,1,0,0,0,0,2,4,11,6,16,2,13,7,4,0,10,10,6,6,7,1,1,0,0,2,1,5,9
"879",32,44,1367.622575,1368.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,0,0,1,6,2,4,0,0,0,0,2,2,12,24,9,13,2,21,19,7,0,12,12,5,3,9,0,0,0,0,1,0,11,15
"880",32,45,1368.122575,1368.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,0,0,0,1,0,3,0,0,0,0,0,6,5,6,1,18,4,6,6,6,0,10,8,7,4,5,2,3,0,0,0,0,8,6
"881",32,46,1368.622575,1369.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,0,0,0,0,4,0,3,0,1,0,0,0,4,6,5,2,11,1,6,4,4,0,13,8,5,0,7,0,0,0,1,0,0,1,10
"882",32,47,1369.122575,1369.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,0,0,2,4,0,7,0,1,0,0,2,3,3,3,2,6,4,8,12,1,0,14,20,7,3,2,2,0,0,0,0,0,2,4
"883",32,48,1369.622575,1370.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,1,0,0,2,0,0,0,3,0,0,1,0,2,3,3,12,1,16,9,6,0,9,3,9,3,8,0,0,0,0,0,1,1,5
"884",32,49,1370.122575,1370.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,3,0,0,0,0,1,2,1,0,6,0,0,0,5,4,4,0,8,2,3,8,5,0,9,9,10,5,8,2,0,0,0,0,1,2,3
"885",32,50,1370.622575,1371.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,0,0,2,1,0,0,0,5,0,1,1,4,2,1,0,7,1,8,10,1,0,10,9,9,4,4,0,0,0,0,0,0,4,11
"886",32,51,1371.122575,1371.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,2,0,0,0,0,1,1,1,0,4,0,0,1,2,2,4,0,5,6,2,7,6,0,13,6,6,8,2,0,0,0,0,0,0,4,7
"887",32,52,1371.622575,1372.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,0,0,0,3,4,0,0,5,0,0,1,2,6,2,0,5,3,5,8,1,0,10,9,4,4,15,1,0,0,0,0,0,2,2
"888",32,53,1372.122575,1372.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,3,1,2,0,1,1,5,1,1,4,0,0,1,3,0,0,0,13,2,6,11,2,0,10,12,4,6,5,1,1,0,2,0,1,5,5
"889",32,54,1372.622575,1373.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,0,0,0,2,0,1,1,4,0,0,1,5,3,3,0,4,0,11,18,3,0,7,8,5,2,4,1,0,0,0,0,1,6,7
"890",32,55,1373.122575,1373.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,0,2,0,0,0,1,2,0,3,1,0,1,4,7,12,9,7,4,9,15,2,0,11,12,5,5,3,1,1,0,0,1,5,5,11
"891",32,56,1373.622575,1374.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,0,0,0,2,0,5,0,1,0,0,2,2,9,7,12,11,3,13,20,10,0,12,6,9,1,6,0,0,0,0,0,0,5,5
"892",32,57,1374.122575,1374.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,0,3,0,0,2,0,4,0,2,0,0,0,5,3,28,4,7,1,8,14,5,0,12,28,12,3,4,1,1,0,3,1,4,8,11
"893",32,58,1374.622575,1375.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,1,2,0,1,1,2,5,0,1,0,2,5,0,3,5,7,10,0,24,21,6,0,16,21,7,2,11,0,1,0,6,5,4,13,9
"894",32,59,1375.122575,1375.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,3,0,0,1,3,0,2,0,3,0,2,3,3,3,3,0,7,2,16,15,5,0,14,1,9,3,11,2,1,0,2,0,6,9,9
"895",32,60,1375.622575,1376.122575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,0,6,0,0,1,7,0,0,0,1,0,0,3,8,4,1,0,11,1,1,5,3,0,10,0,6,5,5,3,1,0,0,0,4,8,11
"896",32,61,1376.122575,1376.622575,TRUE,1346.122575,1356.1785,"B",1376.398025,1359.1161,1374.2484,1,1,0,0,0,2,0,0,0,1,0,0,1,3,3,4,1,8,0,3,3,1,0,10,3,2,1,4,3,1,0,0,1,2,8,5
"897",33,1,1376.620575,1377.120575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,2,0,1,1,0,5,0,2,0,2,0,1,5,2,12,3,1,8,6,5,13,3,0,17,5,3,3,3,3,5,0,7,0,3,17,8
"898",33,2,1377.120575,1377.620575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,0,1,1,1,1,14,1,1,0,2,0,0,2,5,6,1,3,12,0,6,13,4,0,18,1,6,5,7,0,3,0,1,1,3,6,7
"899",33,3,1377.620575,1378.120575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,1,0,0,0,0,1,1,1,0,0,0,0,2,2,6,2,1,10,2,6,23,2,0,10,5,7,6,7,2,2,0,0,0,2,5,1
"900",33,4,1378.120575,1378.620575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,5,4,1,0,0,3,1,1,0,1,3,2,1,0,0,4,5,2,3,6,11,0,0,10,4,2,5,17,0,4,0,0,0,0,6,14
"901",33,5,1378.620575,1379.120575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,2,2,0,0,0,0,5,1,0,2,0,0,0,2,5,1,11,7,0,4,16,1,0,16,7,4,1,11,1,2,0,0,1,3,2,3
"902",33,6,1379.120575,1379.620575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,0,2,0,0,1,3,5,1,0,4,0,0,0,1,4,3,3,8,3,2,15,2,0,9,11,3,7,9,3,2,0,0,0,2,5,8
"903",33,7,1379.620575,1380.120575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,1,0,1,0,0,2,1,2,0,1,0,0,2,0,3,3,9,12,2,11,17,0,0,20,7,3,2,3,1,1,0,0,0,2,7,1
"904",33,8,1380.120575,1380.620575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,2,1,0,0,0,0,3,1,0,8,0,0,1,1,5,3,6,6,2,9,9,1,0,7,12,6,2,8,1,0,0,0,0,1,2,2
"905",33,9,1380.620575,1381.120575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,3,0,2,0,0,2,10,0,0,2,0,0,1,6,3,4,2,3,2,2,8,2,0,15,11,6,5,24,1,0,0,1,0,1,2,10
"906",33,10,1381.120575,1381.620575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,2,6,2,0,0,1,4,0,0,6,0,0,1,3,3,5,9,5,4,12,12,13,0,12,12,2,12,8,0,0,0,0,0,4,0,5
"907",33,11,1381.620575,1382.120575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,0,0,0,0,1,1,2,2,0,0,0,1,1,2,4,1,0,7,1,7,18,5,0,14,4,3,3,11,0,1,0,0,0,3,3,5
"908",33,12,1382.120575,1382.620575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,0,1,1,0,0,0,4,2,1,3,0,2,2,2,4,5,0,4,0,2,8,1,0,12,6,5,2,11,2,2,0,0,0,7,4,6
"909",33,13,1382.620575,1383.120575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,0,4,1,0,0,0,2,2,0,3,0,0,2,2,7,2,0,9,0,6,11,1,0,14,19,6,2,10,0,2,0,0,1,4,7,8
"910",33,14,1383.120575,1383.620575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,2,0,0,0,0,5,0,1,0,4,0,0,0,6,0,2,1,6,4,2,5,0,0,13,13,7,1,3,1,2,0,0,0,9,8,5
"911",33,15,1383.620575,1384.120575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,1,0,0,0,1,1,1,0,0,0,0,0,1,10,8,2,2,9,3,14,12,7,0,14,7,4,3,6,1,2,0,3,0,6,8,11
"912",33,16,1384.120575,1384.620575,TRUE,1376.620575,1386.684025,"A",1410.356975,1387.79445,1408.804825,1,0,0,0,2,5,0,1,0,1,0,0,0,9,2,8,18,14,3,11,13,2,0,8,2,6,3,7,1,0,0,2,0,4,11,12
